date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:28:57	11855/11855	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Oct%202020%2012:41:32%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/notifications.html	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/notifications.html	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:57	10056/10056	---MCZ	200	added ('OK')	text/html	date:Tue,%2013%20Oct%202020%2012:41:32%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/upgrade.html	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/upgrade.html	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:57	86927/86927	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-1538f%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/jquery.min.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/jquery.min.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:58	37046/37046	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-90b6%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap.min.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap.min.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:58	4798/4798	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-1b42%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap-checkbox-radio.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap-checkbox-radio.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:58	40215/40215	---M-Z	200	added ('OK')	application/javascript	etag:W/%225f85a07c-9d17%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/chartist.min.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/chartist.min.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:59	9916/9916	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-339d%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap-notify.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/bootstrap-notify.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:59	2968/2968	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-11a2%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/paper-dashboard.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/paper-dashboard.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:28:59	7324/7324	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-2fcd%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/demo.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/demo.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:29:00	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Mon,%2012%20Aug%202024%2013:29:01%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/giao_dien_admin/giao_dien_admin/connect.facebook.net/en_US/fbevents.19.delayed	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:29:00	15897/15897	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f85a07c-6381%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/js/jquery.sharrre.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/js/jquery.sharrre.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:29:00	230354/230354	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2012%20Aug%202024%2013:29:01%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/giao_dien_admin/giao_dien_admin/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/bs3/paper-dashboard/dashboard.html)
20:29:01	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:02%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.eot	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.eot	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:01	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:02%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.eot?	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:02	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:03%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.woff2	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.woff2	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:03	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:04%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.woff	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.woff	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:03	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:04%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.ttf	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.ttf	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:04	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:05%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.svg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/glyphicons-halflings-regular.svg	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/bootstrap.min.css)
20:29:04	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f85a07c-1339c%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify.eot?-fvbane	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify9f24.eot	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/themify-icons.css)
20:29:05	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f85a07c-1339c%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify.eot?	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themifyd41d.eot	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/themify-icons.css)
20:29:05	56108/56108	---M--	200	added ('OK')	font/woff	etag:%225f85a07c-db2c%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify.woff?-fvbane	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify9f24.woff	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/themify-icons.css)
20:29:06	78584/78584	---M-Z	200	added ('OK')	font/ttf	etag:W/%225f85a07c-132f8%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify.ttf?-fvbane	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify9f24.ttf	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/themify-icons.css)
20:29:06	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225f85a07c-3931d%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify.svg?-fvbane	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/fonts/themify9f24.svg	(from https://demos.creative-tim.com/bs3/paper-dashboard/assets/css/themify-icons.css)
20:29:06	23783/23783	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-9872%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/img/background.jpg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/img/background.jpg	(from https://demos.creative-tim.com/bs3/paper-dashboard/user.html)
20:29:07	35066/35066	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-da34%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-2.jpg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-2.jpg	(from https://demos.creative-tim.com/bs3/paper-dashboard/user.html)
20:29:07	6458/6458	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-462c%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-0.jpg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-0.jpg	(from https://demos.creative-tim.com/bs3/paper-dashboard/user.html)
20:29:07	6585/6585	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-5058%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-1.jpg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-1.jpg	(from https://demos.creative-tim.com/bs3/paper-dashboard/user.html)
20:29:09	21562/21562	---M--	200	added ('OK')	image/jpeg	etag:%225f85a07c-a276%22	https://demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-3.jpg	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/assets/img/faces/face-3.jpg	(from https://demos.creative-tim.com/bs3/paper-dashboard/user.html)
20:29:09	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:10%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/a	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/a	(from https://connect.facebook.net/en_US/fbevents.js)
20:29:10	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:10%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/POST	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/POST	(from https://connect.facebook.net/en_US/fbevents.js)
20:29:10	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:11%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/b.resolvedLink	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
20:29:10	9562/9562	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:11%20GMT	https://demos.creative-tim.com/bs3/paper-dashboard/schema.org/	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/bs3/paper-dashboard/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
20:29:10	5581/5581	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2012%20Aug%202024%2013:29:11%20GMT	https://demos.creative-tim.com/signals/iwl.js	C:/giao_dien_admin/giao_dien_admin/demos.creative-tim.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
